Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Predicted Performance Index
4,44,Yes,6,7,27.0
2,81,No,4,7,57.38
2,59,No,8,3,36.14
9,68,Yes,4,8,64.96
5,66,No,6,5,51.27
1,64,Yes,6,3,37.99
3,73,Yes,5,9,53.57
3,72,No,7,9,52.93
2,50,Yes,7,5,27.48
3,97,No,4,5,76.13
7,57,No,8,2,48.21
3,86,Yes,4,8,66.12
7,80,Yes,9,9,74.08
7,98,No,4,4,88.39
9,68,Yes,7,7,66.22
5,68,No,9,6,54.96
5,99,Yes,6,4,85.26
3,65,Yes,4,0,43.16
8,58,Yes,5,3,51.42
6,41,Yes,9,1,29.95
5,40,Yes,8,5,26.37
2,66,No,9,5,44.15
4,93,No,4,9,75.71
8,84,No,9,2,79.04
1,91,Yes,9,5,67.33
9,80,Yes,5,4,76.87
6,56,Yes,8,9,46.31
4,70,No,8,7,53.85
1,61,Yes,7,7,36.21
9,92,Yes,4,5,88.8
4,67,No,9,3,50.49
9,77,Yes,9,8,76.56
3,82,Yes,5,1,61.15
7,64,Yes,4,7,54.97
8,75,No,4,1,67.25
7,98,Yes,7,5,90.65
3,50,No,7,8,30.34
8,69,No,9,5,64.36
4,53,Yes,9,1,36.44
5,88,No,5,8,73.77
5,92,Yes,7,8,79.41
6,72,Yes,4,2,59.27
1,80,No,5,4,53.39
4,58,Yes,9,9,43.11
9,95,No,5,7,92.14
4,64,Yes,8,9,48.73
8,65,No,4,8,58.45
5,72,Yes,8,7,59.34
9,43,No,6,5,39.3
8,90,Yes,6,8,85.47
5,44,Yes,9,1,30.14
1,61,Yes,4,1,33.57
8,57,Yes,7,6,51.97
3,90,Yes,8,2,70.95
8,86,Yes,5,8,80.91
8,53,Yes,4,5,46.24
8,63,No,5,6,56.51
1,60,No,6,1,32.93
6,64,Yes,6,8,53.28
1,58,Yes,8,8,33.84
2,46,Yes,7,9,24.2
4,86,Yes,7,2,69.26
8,47,No,5,0,39.04
1,40,No,9,6,15.01
5,54,No,8,7,40.42
8,65,No,7,3,58.92
2,97,No,5,8,74.35
1,79,No,4,1,51.3
9,97,No,6,9,95.06
3,72,Yes,8,6,53.42
6,62,Yes,8,0,50.64
1,52,Yes,6,3,25.77
5,96,No,7,5,82.29
3,84,No,9,7,65.72
2,86,Yes,7,7,64.52
7,77,No,5,9,68.49
5,80,Yes,6,7,66.51
9,81,Yes,5,1,77.3
2,48,No,7,7,25.24
3,62,No,6,2,40.88
5,65,No,4,9,50.06
6,69,No,9,5,58.64
8,85,No,9,7,81.05
5,58,No,9,5,44.58
5,65,No,9,6,51.91
3,81,Yes,9,3,62.48
1,62,Yes,8,6,37.52
5,88,No,4,4,72.49
5,67,Yes,5,0,51.41
4,40,Yes,7,5,23.02
6,77,Yes,6,6,66.12
4,48,No,8,2,30.47
7,99,Yes,6,2,90.59
1,44,No,8,7,18.8
5,98,No,6,6,84.04
9,64,No,5,5,60.19
5,81,No,5,7,66.44
8,97,No,6,0,90.42
4,64,Yes,7,2,46.86
4,48,Yes,5,8,30.78
5,54,Yes,5,9,39.95
9,84,No,4,3,79.67
4,59,Yes,4,4,40.71
6,47,Yes,6,4,35.19
5,96,Yes,6,8,82.99
9,84,No,9,9,83.28
4,72,No,6,7,54.91
2,72,No,8,2,49.18
4,85,Yes,6,8,68.93
2,95,Yes,5,7,72.71
5,93,No,8,5,79.73
4,91,Yes,4,3,73.08
8,46,No,9,2,40.36
8,93,No,8,3,87.91
6,79,No,9,6,69.02
9,60,No,7,4,56.89
5,56,No,8,5,42.06
1,86,No,6,6,60.38
9,57,No,6,3,53.16
2,63,Yes,6,9,41.01
9,63,Yes,4,9,60.07
7,86,Yes,8,6,79.11
8,58,Yes,6,7,52.7
6,81,No,7,3,69.49
6,99,Yes,5,2,87.24
9,44,Yes,4,4,39.74
8,56,No,5,4,48.99
5,89,No,7,0,74.18
7,78,No,6,5,69.21
2,85,Yes,8,5,63.6
7,47,No,7,9,38.92
2,40,No,9,8,18.27
6,41,No,9,3,29.75
8,43,No,5,9,36.74
6,87,Yes,5,3,75.22
7,42,Yes,9,8,35.2
3,45,Yes,9,2,25.63
3,60,Yes,8,1,40.22
5,99,Yes,9,3,86.52
4,67,No,6,8,50.02
3,93,No,5,6,72.74
4,77,No,4,5,58.63
6,82,No,5,9,70.72
6,75,No,4,6,62.51
6,79,No,5,1,66.09
9,78,Yes,4,1,73.76
1,65,No,8,1,38.99
6,64,Yes,4,4,51.52
5,56,No,8,0,41.08
8,76,Yes,5,1,69.35
2,61,Yes,7,7,39.07
3,61,No,6,1,39.67
7,53,Yes,5,1,43.08
4,65,Yes,8,7,49.35
5,61,Yes,9,4,48.04
1,69,No,8,8,44.44
3,55,No,5,7,34.26
9,77,No,4,0,71.95
8,45,Yes,4,0,37.11
8,43,Yes,7,0,36.53
8,45,Yes,7,5,39.55
9,65,No,7,4,61.98
8,50,No,7,9,44.84
3,80,No,6,1,59.01
1,48,No,8,3,22.08
5,90,Yes,4,8,75.91
1,57,Yes,6,1,30.47
5,56,Yes,7,6,42.37
6,40,No,5,2,26.58
5,76,No,5,2,60.37
9,87,Yes,5,9,84.98
8,95,No,9,6,91.03
4,95,Yes,5,8,78.63
1,65,No,9,0,39.28
3,96,No,8,7,77.45
8,96,Yes,4,1,89.22
4,69,Yes,4,1,50.29
6,49,No,5,5,36.34
9,78,No,7,1,74.63
8,46,Yes,7,7,40.97
7,74,Yes,5,7,65.64
5,59,Yes,8,9,46.5
6,65,Yes,4,1,51.94
6,65,Yes,6,5,53.71
8,82,Yes,6,5,76.73
7,74,No,9,2,66.0
6,74,No,6,6,62.47
8,72,Yes,7,2,66.45
3,72,Yes,4,1,50.49
5,51,Yes,5,1,35.32
4,65,Yes,7,7,48.86
2,53,Yes,5,9,30.35
9,89,No,9,3,87.19
4,98,Yes,9,7,83.43
2,85,No,6,3,61.63
5,82,No,9,5,69.02
3,85,No,7,6,65.57
2,98,No,7,1,74.96
2,94,Yes,8,9,73.55
5,74,No,9,4,60.67
1,98,Yes,9,3,74.06
9,78,No,8,9,76.69
9,88,No,8,2,85.49
4,80,Yes,9,1,63.93
4,77,No,9,2,60.47
9,70,No,9,9,69.03
2,98,No,7,9,76.54
8,87,Yes,4,9,81.64
1,48,Yes,8,5,23.07
3,46,No,5,8,25.29
9,52,No,9,7,50.31
1,49,Yes,4,2,21.55
